category,partner,dataset,slug,region,canDownload,canSample,timePartitioned,dateStart,dateEnd,rowCount,columns,sizeBytes,fileType,summary
Consumer Transactions,OpenBrand,Furniture & Home Accessories,furniture-home-accessories,United States,True,True,False,,,741032,190,0,parquet,"Online survey data collected in the United States on furniture/home accessories. The survey utilizes unaided product and outlet capture, enabling the identification of smaller brands and retailers tha"
Consumer Transactions,OpenBrand,Home Improvement Products,home-improvement-products,United States,True,True,False,,,1786327,171,0,parquet,"Online survey data collected in the United States on home improvement products. The survey utilizes unaided product and outlet capture, enabling the identification of smaller brands and retailers that"
Consumer Transactions,OpenBrand,Kitchen & Bath Improvement,kitchen-bath-improvement,United States,True,True,False,,,463497,169,0,parquet,"Online survey data collected in the United States on kitchen & bath improvement. The survey utilizes unaided product and outlet capture, enabling the identification of smaller brands and retailers tha"
Consumer Transactions,OpenBrand,Lawn & Garden,lawn-garden,United States,True,True,False,,,1588460,189,0,parquet,"Online survey data collected in the United States on lawn & garden. The survey utilizes unaided product and outlet capture, enabling the identification of smaller brands and retailers that may not be "
Consumer Transactions,OpenBrand,Major Appliances,major-appliances,United States,True,True,False,,,948682,206,0,parquet,"Online survey data collected in the United States on major appliances. The survey utilizes unaided product and outlet capture, enabling the identification of smaller brands and retailers that may not "
Consumer Transactions,OpenBrand,Power Tools and Accessories,power-tools-and-accessories,United States,True,True,False,,,274257,204,0,parquet,"Online survey data collected in the United States on power tools and accessories. The survey utilizes unaided product and outlet capture, enabling the identification of smaller brands and retailers th"
Consumer Transactions,OpenBrand,Small Appliances,small-appliances,United States,True,True,False,,,1882281,201,0,parquet,"Online survey data collected in the United States on small appliances. The survey utilizes unaided product and outlet capture, enabling the identification of smaller brands and retailers that may not "
Consumer Transactions,OpenBrand,Sports Equipment,sports-equipment,United States,True,True,False,,,58935,208,0,parquet,"Online survey data collected in the United States on sports equipment. The survey utilizes unaided product and outlet capture, enabling the identification of smaller brands and retailers that may not "
Consumer Transactions,PDI,Discounts,discounts,United States,True,True,True,2025-11-07T01:05:24.011000,2026-06-02T04:04:19.332000,5273766674,15,0,parquet,PDI Technologies (formerly Skupos) provides SKU-level POS data from tens of thousands of independent convenience stores across the United States - nearly 80% of the market. Now unlocked for use in aca
Consumer Transactions,PDI,Master GTIN,master-gtin,United States,True,True,True,2025-11-07,2025-11-07,70784,15,0,parquet,PDI Technologies (formerly Skupos) provides SKU-level POS data from tens of thousands of independent convenience stores across the United States - nearly 80% of the market. Now unlocked for use in aca
Consumer Transactions,PDI,Payments,payments,United States,True,True,True,2025-11-07T03:15:21.750000,2026-06-02T04:05:22.556000,31244427002,19,0,parquet,PDI Technologies (formerly Skupos) provides SKU-level POS data from tens of thousands of independent convenience stores across the United States - nearly 80% of the market. Now unlocked for use in aca
Consumer Transactions,PDI,Shopper ID,shopper-id,United States,True,True,True,2025-11-07T03:15:21.234000,2026-06-02T04:05:43.032000,6596214676,5,0,parquet,PDI Technologies (formerly Skupos) provides SKU-level POS data from tens of thousands of independent convenience stores across the United States - nearly 80% of the market. Now unlocked for use in aca
Consumer Transactions,PDI,Stores Information,stores-information,United States,True,True,True,2023-07-20T22:03:30.962000,2026-06-02T00:06:25.838000,36194,15,0,parquet,PDI Technologies (formerly Skupos) provides SKU-level POS data from tens of thousands of independent convenience stores across the United States - nearly 80% of the market. Now unlocked for use in aca
Consumer Transactions,PDI,Stores Status,stores-status,United States,True,True,True,2023-07-20T22:03:30.962000,2026-06-02T00:06:25.838000,36194,17,0,parquet,PDI Technologies (formerly Skupos) provides SKU-level POS data from tens of thousands of independent convenience stores across the United States - nearly 80% of the market. Now unlocked for use in aca
Consumer Transactions,PDI,Transaction Items,transaction-items,United States,True,True,True,2025-11-07T01:05:24.142000,2026-06-02T04:04:30.338000,44870774755,18,0,parquet,PDI Technologies (formerly Skupos) provides SKU-level POS data from tens of thousands of independent convenience stores across the United States - nearly 80% of the market. Now unlocked for use in aca
Consumer Transactions,PDI,Transaction Items Daily Aggregation,transaction-items-daily-aggregation,United States,True,True,True,2025-11-07T03:47:11.692000,2026-06-02T04:06:10.441000,14631853020,28,0,parquet,PDI Technologies (formerly Skupos) provides SKU-level POS data from tens of thousands of independent convenience stores across the United States - nearly 80% of the market. Now unlocked for use in aca
Consumer Transactions,PDI,Transaction Sets,transaction-sets,United States,True,True,True,2025-11-07T03:15:21.573000,2026-05-02T04:05:08.695000,24344872308,15,0,parquet,PDI Technologies (formerly Skupos) provides SKU-level POS data from tens of thousands of independent convenience stores across the United States - nearly 80% of the market. Now unlocked for use in aca
Consumer Transactions; Location,SafeGraph,Spend Patterns,spend,United States,True,True,True,2019-01-01T00:00:00,2026-04-01T00:00:00,93741033,47,0,parquet,"Aggregated, anonymized credit and debit transaction data associated to specific POIs, including median spend per day, median spend per customer, and other detailed statistics, as well as where else co"
Finance,7 Chord,BondDroid Credit Curves,bonddroid-credit-curves,Global,True,True,True,2023-02-01T18:00:00,2025-06-30T18:00:00,2291828,45,0,csv,"BondDroid Curves offers issuer-level credit spread and hazard rate curves for 11 standard maturity points, dating back to February 2023. This data feed covers a daily snapshot of the issuer-level cred"
Finance,7 Chord,Historical Top Liquid Bond Prices & Liquidity Indicators,top-liquid-bond-prices-liquidity-indicators-historical,Global,True,True,True,2020-08-31T22:26:51.777334,2023-10-05T22:00:08,44069718,46,0,csv,"7 Chord produces an intraday feed of bid-ask prices, spreads, and liquidity indicators for nearly 20,000 USD-denominated High Grade, High Yield, and EM Sovereign bonds."
Finance,7 Chord,Top Liquid Bond Prices & Liquidity Indicators,top-liquid-bond-prices-liquidity-indicators-present,Global,True,True,True,2023-10-05T23:00:01,2025-03-18T22:01:50,36852929,46,0,csv,"7 Chord produces an intraday feed of bid-ask prices, spreads, and liquidity indicators for nearly 20,000 USD-denominated High Grade, High Yield, and EM Sovereign bonds."
Finance,Exchange Data International,Global Equity Corporate Actions,global-equity-corporate-actions,Global,True,True,True,2001-01-17,2026-12-13,8643339,175,515679744,csv,"The Readable Corporate Action Notice (RCAN) product presents corporate actions data in a user-friendly, readable format, similar to a news feed and combines all data elements into a cohesive, comprehe"
Finance,Exchange Data International,Global Equity Corporate Actions - Notes,global-equity-corporate-actions-notes,Global,True,True,True,2024-01-29T03:36:25,2026-04-09T17:26:54,587292,9,274018816,csv,"The Readable Corporate Action Notice (RCAN) product presents corporate actions data in a user-friendly, readable format, similar to a news feed and combines all data elements into a cohesive, comprehe"
Finance,Exchange Data International,Global Equity End of Day Pricing Data w/ Adjustment Factors,global-equity-end-of-day-pricing-data-w-adjustment-factors,Global,True,True,True,2006-03-21,2026-05-12,144605,24,7564800,csv,"This dataset covers over 170 exchanges worldwide, providing access to extensive and accurate closing pricing data. The end of day prices are available for equities, exchange traded funds, US mutual fu"
Finance,Exchange Data International,Global FX Rates – US Base Rate,global-fx-rates-us-base-rate,Global,True,True,True,2014-01-01,2026-05-10,821043,3,9887744,csv,"The Foreign Exchange Rates dataset delivers precise and current exchange rates, covering 168 currencies, including legacy Euro currencies. This is for the USD Base Rate."
Finance,InfutorData,Auto Ownership,total-consumer-insights-auto-ownership,United States,True,True,False,,,150545083,70,0,parquet,Household car attributes and ownership. InfutorData's Auto Intelligence Models measure in-market determinants and affinities towards brands and types of vehicles. This dataset covers over 150M adults 
Finance,InfutorData,Consumer Address History,consumer-address-history,United States,True,True,False,,,758789539,205,0,parquet,Historical home ownership and home address for U.S. consumers. Each record is tied to an adult U.S. consumer and shows the sequence of up to 10 previous home addresses of those consumers.    The 'PID'
Finance,InfutorData,Consumer Profiles,consumer-profiles,United States,True,True,False,,,256628127,326,0,parquet,"The Total Consumer Insights dataset includes hundreds of attributes on individuals and households. Topics include geographic, demographic, household, and real estate data, along with indices measuring"
Finance,InfutorData,Property Data,property-data,United States,True,True,False,,,87186664,101,0,parquet,"Detailed information about property location, ownership, year built, building size, materials used, and condition attributes for over 85M properties in the United States.    The data also includes inf"
Government,L2,Early Voting Return,early-voting-return,US,False,False,False,,,41475678,14,326846464,parquet,"L2 collects early and absentee ballot return data across the United States for local, statewide, and federal elections. The dataset includes ballot status indicators, such as requested, received, and "
Government,L2,Historic National Voter File,voting-history,US,False,False,False,,,2411099269,18,19417313792,parquet,"The L2 Historic National Voter Files are a series of fully processed snapshots of the U.S. voter file, capturing both voter registration and voting history over time. These datasets include not only c"
Government,L2,Historic National Voter File Alternate Format,voting-history-alternate-format,US,False,False,False,,,217600394,74,3264797696,parquet,"The L2 Historic National Voter Files are a series of fully processed snapshots of the U.S. voter file, capturing both voter registration and voting history over time. These datasets include not only c"
Government,L2,National Voter File,voters,US,False,False,False,,,217600394,807,65023895040,parquet,"L2’s National Voter File is a comprehensive, nationwide file of currently registered voters, covering approximately 217 million individuals across the United States. It combines official state voter r"
Government,L2,Voting Performance,voting-performance,US,False,False,False,,,217603566,13,2026204672,parquet,Tendency of voters to vote by counting all elections of a certain type for which they were eligible to vote (considering their date of registration) and then computes the percentage of those elections
Government,LobbyingData,U.S. Lobbying Data,us-lobbying-data,US,True,True,True,1999-01-03,2026-06-01,1935489,39,1192754176,parquet,The LobbyingData dataset provides comprehensive real-time and historical coverage of all U.S. federal lobbying activity from 1999 to the present. It includes over 1.6 million lobbying contracts across
Government,TenderAlpha,Green Government Contracts,green-government-contracts,Global,True,True,True,2000-01-01,2029-02-28,5758502,51,292326400,parquet,The TenderAlpha Green Government Contract Awards Data Feed sheds light on the ESG credentials of government suppliers worldwide by showcasing their success in green public procurement. The data feed i
Government,TenderAlpha,US Subcontracting Data,us-subcontracting-data,US,True,True,False,,,37773,90,4564480,parquet,The US Subcontracting Data Feed offers data on the preferred subcontractors of US federal government suppliers that can be used for analytical purposes including supply chain monitoring and risk expos
Location,SafeGraph,Global Places (POI) & Geometry,global-places-poi-geometry,Global,True,True,False,,,72053158,34,0,parquet,SafeGraph Global Places and Geometry data provides points of interest (POIs) and building footprints for any place in the world that is not a private residence. Attributes for each POI include place n
Mobility,Advan Research,Foot Traffic / Neighborhood Patterns Plus,Neighborhood-Patterns-Plus,US and Canada,True,True,True,2019-01-01T00:00:00,2026-04-01T00:00:00,19504654,39,442750292992,parquet,Advan’s Neighborhood Patterns Plus dataset contains footfall data aggregated by census block group (CBG) in the U.S. and dissemination area (DA) in Canada. Learn which day of the week a CBG or DA is b
Mobility,Advan Research,Foot Traffic / Weekly Patterns Plus,weekly-patterns-plus,US and Canada,True,True,True,2017-01-02T00:00:00,2026-05-25T00:00:00,2594543599,38,1122293424640,parquet,"Weekly Patterns Plus data provides the foot traffic data insights on a weekly basis, tracking data from Monday to the end of day on Sunday each week. Weekly Patterns+ are available starting from Janua"
Mobility,PassBy,Daily Store Visits,daily-store-visits,US,True,True,True,2019-01-01,2026-05-06,3475784058,12,0,parquet,The store-visits data feed provides daily aggregated visit 'DAILY_VISITS' counts to each unique Point of Interest (POI) 'STORE_ID'.
Mobility,PassBy,PassBy Placekeys (Jan),pass-by-placekeys-jan,United States,True,True,False,,,1468115,4,0,parquet,Supplementary file for pass_by retail store data. This dataset includes the POI addresses and their associated placekeys (unique identifiers).
Mobility,PassBy,Retail Store Visitors (Jan),retail-store-visitors-jan,United States,True,True,True,2019-01-01,2024-12-01,87472539,18,0,csv,"Anonymized and aggregated visitor characteristic data for specific POIs, including date range, educational attainment, income, other brands visited, and more."
Mobility,PassBy,Retail Store Visits (Jan),retail-store-visits-jan,United States,True,True,True,2018-12-30,2024-12-29,395057696,18,0,csv,"Foot traffic data for specific POIs, including weekly, daily, and hourly breakdowns of aggregated and anonymized visitor volume."
Mobility,PassBy,Store Visitors,store-visitors,US,True,True,True,2019-01-01,2026-04-01,113807633,20,0,parquet,"The store-visitors data feed provides the psychographic and demographic profiles, home zip codes, and other brands visited by all visitors to each of the unique 'STORE_ID' Point of Interest locations "
Mobility,Veraset,Home Visits,home-visits,US,True,True,False,,,,18,1432568415926,csv,The Home Visits dataset enables researchers to track a device’s visits to their home locations. The dataset does not include home or work addresses but is resolved to GEOHASH-5 for privacy reasons.
Mobility,Veraset,Visits,visits,US,True,True,False,,,,18,17632125535937,parquet,"Visits is Veraset's point of interest (POI) product, providing reliable, device-level POI data from over 4 million high-interest locations across the US.    It should be noted that this dataset includ"
Mobility,Veraset,Work Visits,work-visits,US,True,True,False,,,,13,677968376072,csv,The Work Visits dataset enables researchers to track a device’s visits to their work locations. The dataset does not include home or work addresses but is resolved to GEOHASH-5 for privacy reasons.
Real Estate,ATTOM Data,Assessor History,assessor-history,US,True,True,True,2025-05-19,2026-01-14,2938389516,279,0,parquet,The Assessor history dataset includes files and records from previous tax-assessed years. The data is gathered from County tax assessor’s offices and includes the following data points:    - Assessor’
Real Estate,ATTOM Data,Pre-Foreclosure History,pre-foreclosure-history,United States,True,True,True,2012-12-06,2026-06-03,27564751,72,0,parquet,"This dataset provides complete and up-to-date nationwide pre-foreclosure and foreclosure records and details. From default notices, such as – Notice of Default (NODs) and Lis Pendens (LIS) – to both t"
Real Estate,Dwellsy,Dwellsy TotalIQ,dwellsy-totaliq,US,True,True,True,2020-09-03T00:39:17,2026-04-12T23:56:53,13510305,60,9283093504,parquet,"Built on direct property management system (PMS) integrations and first-party feeds, Total IQ delivers real-time rent data across single-family rentals (SFR) and multifamily housing. This dataset incl"
Real Estate,REsimplifi,Listing Data,listing-data,United States,True,True,False,,,497000,115,186970112,csv,"Real estate listings for commercial properties, including detailed attributes related to property type, listing type, listing organization, and even property photos."
Real Estate,RentHub,Rental Data,rental-data-united-states,United States,True,True,True,2014-01-10T21:14:42.535000,2026-05-26T22:42:35.609000,535714453,32,60972967936,parquet,"Residential real estate rental listing data, including pricing, property information, location, and more from 2014 to present. This dataset provides residential rental data for the entire United State"
Supply Chain,Vizion,Export Performance Ocean Ports,export-performance-ocean-ports,Global,True,True,True,2021-01-01,2026-07-14,1897719,53,0,csv,"This dataset provides insight into how efficiently ports are processing exports, including how performance has changed over time. It shows the average time from when a container gates in to when it de"
Supply Chain,Vizion,Import Performance Ocean Ports,import-performance-ocean-ports,Global,True,True,True,2021-01-01,2026-07-14,2033126,52,0,csv,"This dataset provides insight into how efficiently ports are processing imports, including how performance has changed over time. It shows the average time from when a vessel arrives to when container"
Supply Chain,Vizion,Monthly Ocean Port Performance,monthly-ocean-port-performance,Global,True,True,True,2021-01-01,2026-07-01,67402,34,0,csv,"This dataset provides insight into how efficiently ports are processing imports and exports, including how performance has changed over time. Key data points include: Key data points include global co"
"Tech, Telecom, and Social Media",Context Analytics,Social Sentiment Metrics for Equities - Twitter,social-sentiment-metrics-for-equities-twitter,Global,True,True,True,2011-12-01T20:40:00,2026-06-02T19:40:00,10313214,17,277066752,csv,A Daily snapshot of social sentiment data from Twitter for global equities. This data feed aggregates Tweets and makes a comparison to the security’s own baseline to deliver 15 sentiment and Tweet vol
"Tech, Telecom, and Social Media",IPinfo,Company IP Address Data,company-ip-address-data,Global,True,True,False,,,31842301,13,707407360,csv,"Insights into what organization-backed traffic is visiting a site or system. This dataset includes the type of organization that owns an IP address block, the name of the company, their website, and t"
"Tech, Telecom, and Social Media",IPinfo,Geolocation IP Address Data,geolocation-ip-address-data,Global,True,True,False,,,77151854,12,2451272704,csv,"This dataset maps billions of public IP addresses around the world to their geolocation positions. This includes data such as latitude and longitude coordinates, timezone, region, country, city, and p"
"Tech, Telecom, and Social Media",IPinfo,Geolocation IP Address Data - Last Changed,geolocation-ip-address-data-last-changed,Global,True,True,False,,,204495248,13,7982259200,csv,"IPinfo is the trusted source for IP address data with an enduring mission of providing the most accurate, reliable and actionable source of IP intelligence available anywhere. Using proprietary techni"
"Tech, Telecom, and Social Media",IPinfo,IP ASN Data,ip-asn-data,Global,True,True,False,,,1088606,10,26508288,csv,"IPinfo is the trusted source for IP address data with an enduring mission of providing the most accurate, reliable and actionable source of IP intelligence available anywhere. Using proprietary techni"
"Tech, Telecom, and Social Media",IPinfo,IP Address Data for Mobile Carrier Detection,ip-address-data-for-mobile-carrier-detection,Global,True,True,False,,,156189,9,6050304,csv,"Mobile carrier data by IP Address. This data is often used to personalize mobil website experiences, optimize internet connectivity, segment people based on carrier, enrich IP address log data, and mo"
"Tech, Telecom, and Social Media",IPinfo,IP Address Data for Privacy Detection,ip-address-data-for-privacy-detection,Global,True,True,False,,,11269343,11,211047936,csv,"This dataset detects various methods used to mask a user's true IP address. Determine which IP ranges belong to hosting providers, commonly data centers and indicative of bots, scrapers, or hosting se"
"Tech, Telecom, and Social Media",IPinfo,IP Address Data for Privacy Detection - Extended,ip-address-data-for-privacy-detection-extended,Global,True,True,False,,,7132092,17,169431552,csv,"IPinfo is the trusted source for IP address data with an enduring mission of providing the most accurate, reliable and actionable source of IP intelligence available anywhere. Using proprietary techni"
"Tech, Telecom, and Social Media",IPinfo,Residential Proxy,residential-proxy,Global,True,True,False,,,74119270,4,858260480,csv,"IPinfo's Residential Proxy database identifies IP addresses being used as residential proxies, including mobile/carrier network proxies. Unlike datacenter VPNs or standard proxies which are easily det"
"Tech, Telecom, and Social Media",IPinfo,Whois - Maintainer,whois-maintainer,,True,True,False,,,170634,9,13640704,csv,"IPinfo is the trusted source for IP address data with an enduring mission of providing the most accurate, reliable and actionable source of IP intelligence available anywhere. Using proprietary techni"
"Tech, Telecom, and Social Media",IPinfo,Whois - Network,whois-network,,True,True,False,,,11311574,15,1897540096,csv,"IPinfo is the trusted source for IP address data with an enduring mission of providing the most accurate, reliable and actionable source of IP intelligence available anywhere. Using proprietary techni"
"Tech, Telecom, and Social Media",IPinfo,Whois - Organization,whois-organization,,True,True,False,,,3515079,18,310242816,csv,"IPinfo is the trusted source for IP address data with an enduring mission of providing the most accurate, reliable and actionable source of IP intelligence available anywhere. Using proprietary techni"
"Tech, Telecom, and Social Media",IPinfo,Whois Full Dataset,whois-full-dataset,,True,True,False,,,122517,8,40858112,csv,"IPinfo is the trusted source for IP address data with an enduring mission of providing the most accurate, reliable and actionable source of IP intelligence available anywhere. Using proprietary techni"
"Tech, Telecom, and Social Media",Similarweb,Daily App Engagement,daily-app-engagement,Global,True,True,True,2023-02-08,2026-05-13,2621827,10,0,parquet,"Daily app engagement for thousands of mobile apps. Includes installs, sessions per user, active minutes per user, and daily active users (Android)."
"Tech, Telecom, and Social Media",Similarweb,Desktop Search Keywords,desktop-search-keywords,Global,True,True,True,2026-01-04T18:18:02.231745,2026-03-20T11:29:58.184493,22405186376,9,862857943552,parquet,"Keywords driving clicks to websites via organic searches, including long-tail keywords."
"Tech, Telecom, and Social Media",Similarweb,Historical Desktop Search Keywords,historical-desktop-search-keywords,Global,True,True,False,,,,9,11898991758739,parquet,"Historical keywords driving clicks to websites via organic searches, including long-tail keywords. Please use Desktop Search Keywords DOI."
"Tech, Telecom, and Social Media",Similarweb,Website Traffic Visits,website-traffic-visits,Global,True,True,True,2019-02-09,2026-05-12,17907072,5,0,parquet,Returns the estimated number of all visits to a given domain: desktop and mobile visits combined.
,ATTOM Data,Automated Valuation Model (AVM),automated-valuation-model-avm,US,True,True,False,,,97204353,10,0,parquet,"The AVM (automated valuation model) Cascade Data includes estimated total, min, and max valuations of parcels. The data is collected from ATTOM’s proprietary model and includes estimated value, estima"
,ATTOM Data,Community Information Layout,community-information-layout,US,True,True,False,,,900873,619,0,parquet,"Contextual information such as demographics, climate, crime, and natural disaster risk is calculated for all neighborhoods that could be matched to Neighborhood Boundaries dataset. Datapoints include "
,ATTOM Data,Macro Neighborhood XREF,macro-neighborhood-xref,US,True,True,False,,,35742964,3,0,parquet,The XREF files are used to connect the boundary datasets to the other ATTOM Datasets.
,ATTOM Data,Neighborhood & Residential Subdivision Boundaries,neighborhood-residential-subdivision-boundaries,US,True,True,False,,,900873,11,0,parquet,"Neighborhood and Residential Subdivision Boundaries are the pinnacle of hyperlocal search. They cover small geographic areas, and those areas are comprised of social communities with their own identit"
,ATTOM Data,Neighborhood XREF,neighborhood-xref,US,True,True,False,,,39420977,3,0,parquet,The XREF files are used to connect the boundary datasets to the other ATTOM Datasets.
,ATTOM Data,Recorder,recorder,US,True,True,False,,,597884327,182,0,parquet,"Organized, publicly accessible information about real estate transactions, such as property deeds, mortgages, and liens, that are filed and recorded with the county recorder's office, providing a deta"
,ATTOM Data,Residential Subdivision XREF,residential-subdivision-xref,US,True,True,False,,,44921937,3,0,parquet,The XREF files are used to connect the boundary datasets to the other ATTOM Datasets.
,ATTOM Data,School Attendance Boundaries,school-attendance-boundaries,US,True,True,False,,,444139,73,3917324288,csv,ATTOM School Attendance Areas dataset provides a nationwide layer of boundaries that identify the geographic areas served by each regular public school. This product enables potential home buyers to e
,ATTOM Data,Sub-Neighborhood XREF,sub-neighborhood-xref,US,True,True,False,,,3728635,3,0,parquet,The XREF files are used to connect the boundary datasets to the other ATTOM Datasets.
,ATTOM Data,Tax Assessor,tax-assessor,US,True,True,False,,,160107204,270,0,parquet,The Tax Assessor dataset includes files and records from the most recent tax assessment. The data is gathered from County tax assessor’s offices and includes the following data points:    - Assessor’s
,AnaChart,NASDAQ100 Analyst Recommendation and Price Target History,nasdaq100-analyst-recommendation-and-price-target-history,US,False,False,False,,,80828,19,3964416,parquet,"Over 50,000 structured analyst actions covering NASDAQ100 constituents over the past 15 years and captures rating transitions and price target revisions, including both pre- and post-update values, en"
,Capology,Professional Football Club Financial Data,Professional-Football-Club-Financial-Data,Global,True,True,False,,,202788,19,5692416,csv,"Football club financial data for the five biggest leagues in the world, many more, and their 2nd divisions.    England: Premier League, Championship  Italy: Serie A, Serie B  Spain: La Liga, La Liga 2"
,Construction Monitor,Construction Monitor Permits,construction-monitor-permits,US,False,False,True,2025-01-03,2026-05-28,371893,75,61448192,parquet,"Comprehensive data on permitted construction activity throughout the United States. The dataset includes information on permit dates, construction types, valuations, addresses, and the companies invol"
,Construction Monitor,ConstructionWire - Contacts,constructionwire,US,False,False,False,,,180797,18,6197248,parquet,"Early planning through completed construction tracking data for all US commercial and industrial construction projects, timelines and involved firms."
,Construction Monitor,ConstructionWire - Reports,constructionwire-reports,US,False,False,False,,,82807,27,13622272,parquet,"Early planning through completed construction tracking data for all US commercial and industrial construction projects, timelines and involved firms."
,Cotality (formerly CoreLogic),Property Characteristics,property-characteristics,,False,False,False,,,160003640,240,48872353280,parquet,"Comprehensive parcel-level data on over 112 million U.S. residential properties, enabling research on housing markets, asset valuation, spatial analysis, and property ownership dynamics through detail"
,Cotality (formerly CoreLogic),Property Characteristics Historical,property-characteristics-historical,,False,False,False,,,2259087364,221,0,parquet,"Historical comprehensive parcel-level data on over 112 million U.S. residential properties, enabling research on housing markets, asset valuation, spatial analysis, and property ownership dynamics thr"
,Data Axle,Business,historical-business-data,US,False,False,False,,,363276281,89,33392046592,parquet,"Establishment-level data for more than 24 million businesses, including business name, location, industry classification code, number of employees, and sales volume. Each record includes a persistent "
,Data Axle,Consumer,historical-residential-data,US,False,False,False,,,1083151779,98,82169021952,parquet,"Individual-level residential consumer data (2020-present) providing person-specific identifiers , complete household demographics, detailed address information with USPS delivery precision, housing ch"
,Data Axle,Consumer (Historical),consumer-historical,US,False,False,False,,,1764992553,98,134130275840,parquet,"Individual-level residential consumer data (2006-2020) providing person-specific identifiers , complete household demographics, detailed address information with USPS delivery precision, housing chara"
,Exchange Data International,F&O Reference,f-o-reference,Global,True,True,True,2025-08-05,2025-10-27,698142,37,30963712,parquet,"This dataset provides up-to-date reference information on exchange-traded futures and options where the underlying asset is either an equity or an index, and on exchange-traded futures and options bas"
,Exchange Data International,Futures and Options,futures-and-options,Global,True,True,True,2025-08-05,2025-12-29,183511342,26,9191785984,parquet,"The Futures and Options Contract Specifications (FOCS) service provides timely and accurate information on Specifications. We cover all the important fields for trading including Contract name, Contra"
,Extract Alpha,Estimize - Economics Estimates,economics-estimates,US,False,False,True,2014-04-11T14:49:50,2026-03-31T20:47:05,455122,6,8497152,parquet,Individual analyst estimates for economic indicator releases. Each row represents a single estimate submitted by an Estimize contributor for a specific economic indicator release.
,Extract Alpha,Estimize - Economics Indicators,economics-indicators,US,False,False,False,,,172,6,4096,parquet,"A reference table of global economic indicators tracked by the Estimize platform. Includes 27 US indicators and 55 international indicators spanning Brazil, Canada, China, Euro Area, France, Germany, "
,Extract Alpha,Estimize - Economics Releases,economics-releases,US,False,False,True,2010-01-06T11:30:00,2028-06-30T18:00:00,15080,8,331776,parquet,Contains actual reported values for global economic indicator releases. Each release is tied to a calendar period and reports both the initial and (possibly revised) actual value.
,Extract Alpha,Estimize - Equities Combined Consensus New,equities-combined-consensus-new,US,False,False,False,,,18141564,42,485000192,parquet,"Daily point-in-time Estimize weighted consensus estimates for earnings per share (EPS) and revenue for US-listed equities, alongside Wall Street consensus and reported actuals."
,Extract Alpha,Estimize - Equities Combined Estimates New,equities-combined-estimates-new,US,False,False,False,,,4238568,28,175990784,parquet,"All individual analyst estimates for EPS and revenue for US-listed equity releases, with each row representing a single analyst's submission for a specific fiscal quarter. Captures the diversity of fo"
,Extract Alpha,Estimize - Metrics Actuals,metrics-actuals,US,False,False,False,,,14258,10,275968,parquet,Contains reported actual KPI values for US equity releases. This dataset complements the per-release consensus and estimate tables with the realized metric values. The dataset enables researchers to e
,Extract Alpha,Estimize - Metrics Consensus,metrics-consensus,US,False,False,True,2017-07-12,2026-03-31,346011,18,4434944,parquet,"Daily point-in-time Estimize weighted and mean consensus for US equity KPIs (e.g. same-store sales), alongside actuals per release."
,Extract Alpha,Estimize - Metrics Estimates,metrics-estimates,US,False,False,True,2017-07-12T06:44:18,2026-03-31T21:43:07,133119,8,2716672,parquet,"Historical individual analyst estimates for US equity KPIs (e.g. same-store sales, subscribers) since July 2017 and complements traditional earnings and revenue estimates."
,Extract Alpha,Estimize - Metrics Instruments,metrics-instruments,US,False,False,False,,,6958,6,187904,parquet,"A reference table of the approximately 3,000 US equities and ADRs covered by Estimize, including tickers, CUSIPs, sector, and industry classifications."
,Extract Alpha,Estimize - Metrics Metrics,metrics-metrics,US,False,False,False,,,254,5,8704,parquet,"A reference table describing each Estimize KPI — including name, display name, unit, and long-form description. This dataset serves as a data dictionary for understanding the various company-specific "
,Extract Alpha,Estimize - Metrics Releases,metrics-releases,US,False,False,False,,,321263,13,10477568,parquet,"A company release-level summary containing reported EPS/revenue, Wall Street consensus, Estimize consensus, and the expected report datetime for each US equity release."
,Extract Alpha,Estimize - Metrics Users,metrics-users,US,False,False,True,2011-11-01T00:00:00,2025-12-30T02:23:50,127569,7,3166208,parquet,"A reference table of Estimize contributors, including unique ID, username, name, and career-biographical tags. The data spans Estimize users from 2011 to present."
,IPqwery,IPqwery Active IP Records,ipqwery-active-ip-records,US,False,False,False,,,19514210,29,10230004224,parquet,Active trademarks and patents owned by companies across several global intellectual property (IP) offices. This enables the analysis of the overall IP portfolio for a given owner. Contains six sources
,IPqwery,IPqwery IP Owners,ipqwery-ip-owners,US,False,False,False,,,4692683,20,302809088,parquet,"Company and owner records linked to active intellectual property (IP) filings in the IPqwery Active IP Records dataset via ownerid. Contains company name, address, stock market mappings (symbol, excha"
,LinkUp,Company Scrape Log,company-scrape-log,Global,True,True,False,,,65500620,3,0,parquet,"The Scrape Log is a useful file that gives information about LinkUp's scrape system. They have an entry for each company for each day that scrape is run, or is changed. This is a great resource if you"
,LinkUp,PIT Company Reference,pit-company-reference,Global,True,True,False,,,277078,8,0,parquet,"This file shows point-in-time company information for a company_id. This can be joined to job records to understand some corporate change (e.g, corporate name change, url changes, etc.). This would be"
,PassBy,Store Info,store-info,US,True,True,False,,,1685075,13,0,parquet,"This feed provides an up-to-date mapping of each Point of Interest (POI) 'STORE_ID' contained within the other 2 data feeds. This includes Placekey, which can be joined to SafeGraph Global Places for "
